"success","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","screen","date","time","screen_height","screen_width","researcher","sona_id","prolific_id","study_id","session_id","rt","stimulus","response","question_order","timeout","failed_images","failed_audio","failed_video","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","image-keyboard-response","1332","576228","0.0-25.0-1.0-2.0-1.49","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","143","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.4500_-0.5000.png","arrowright","","","","","","","","50","","","true","","","2","Ebbinghaus_-0.4500_-0.5000.png","A","arrowright","Ebbinghaus","-0.450000000","-0.500000000","576085","<p style=""color: black; font-size: 80px; padding-left: 42%; padding-right: 34%; padding-top: 33%; padding-bottom: 16%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1333","577023","0.0-25.0-1.0-2.0-0.50","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 18%; padding-top: 20%; padding-bottom: 32%"">+</p>","null","","","","","","792","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1334","577080","0.0-25.0-1.0-2.0-1.50","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","57","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_0.50000.png","arrowright","","","","","","","","51","","","false","","","2","Ebbinghaus_-1.0500_0.50000.png","A","arrowleft","Ebbinghaus","-1.050000000","0.5000000000","577023","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 18%; padding-top: 20%; padding-bottom: 32%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1335","577765","0.0-25.0-1.0-2.0-0.51","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 49%; padding-right: 24%; padding-top: 19%; padding-bottom: 28%"">+</p>","null","","","","","","682","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1336","577779","0.0-25.0-1.0-2.0-1.51","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","13","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.1500_0.20566.png","arrowright","","","","","","","","52","","","false","","","2","Ebbinghaus_-0.1500_0.20566.png","A","arrowleft","Ebbinghaus","-0.150000000","0.2056600000","577765","<p style=""color: black; font-size: 80px; padding-left: 49%; padding-right: 24%; padding-top: 19%; padding-bottom: 28%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1337","578600","0.0-25.0-1.0-2.0-0.52","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 46%; padding-top: 5%; padding-bottom: 18%"">+</p>","null","","","","","","819","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1338","578658","0.0-25.0-1.0-2.0-1.52","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","57","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.45000_0.50000.png","arrowright","","","","","","","","53","","","false","","","2","Ebbinghaus_0.45000_0.50000.png","A","arrowleft","Ebbinghaus","0.4500000000","0.5000000000","578600","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 46%; padding-top: 5%; padding-bottom: 18%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1339","579431","0.0-25.0-1.0-2.0-0.53","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 47%; padding-top: 6%; padding-bottom: 15%"">+</p>","null","","","","","","770","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1340","579513","0.0-25.0-1.0-2.0-1.53","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","82","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_0.09684.png","arrowright","","","","","","","","54","","","false","","","2","Ebbinghaus_1.35000_0.09684.png","A","arrowleft","Ebbinghaus","1.3500000000","0.0968400000","579431","<p style=""color: black; font-size: 80px; padding-left: 20%; padding-right: 47%; padding-top: 6%; padding-bottom: 15%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1341","580194","0.0-25.0-1.0-2.0-0.54","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 28%; padding-top: 43%; padding-bottom: 3%"">+</p>","null","","","","","","679","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1342","580231","0.0-25.0-1.0-2.0-1.54","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","36","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_0.50000.png","arrowright","","","","","","","","55","","","false","","","2","Ebbinghaus_0.15000_0.50000.png","A","arrowleft","Ebbinghaus","0.1500000000","0.5000000000","580194","<p style=""color: black; font-size: 80px; padding-left: 32%; padding-right: 28%; padding-top: 43%; padding-bottom: 3%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1343","581039","0.0-25.0-1.0-2.0-0.55","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 14%; padding-top: 8%; padding-bottom: 24%"">+</p>","null","","","","","","806","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1344","581098","0.0-25.0-1.0-2.0-1.55","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","58","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.75000_-0.3383.png","arrowright","","","","","","","","56","","","true","","","2","Ebbinghaus_0.75000_-0.3383.png","A","arrowright","Ebbinghaus","0.7500000000","-0.338300000","581039","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 14%; padding-top: 8%; padding-bottom: 24%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1345","581969","0.0-25.0-1.0-2.0-0.56","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 11%; padding-top: 45%; padding-bottom: 47%"">+</p>","null","","","","","","869","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1346","581976","0.0-25.0-1.0-2.0-1.56","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","6","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_0.15000_0.20566.png","arrowright","","","","","","","","57","","","false","","","2","Ebbinghaus_0.15000_0.20566.png","A","arrowleft","Ebbinghaus","0.1500000000","0.2056600000","581969","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 11%; padding-top: 45%; padding-bottom: 47%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1347","582604","0.0-25.0-1.0-2.0-0.57","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 8%; padding-top: 9%; padding-bottom: 25%"">+</p>","null","","","","","","627","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1348","582924","0.0-25.0-1.0-2.0-1.57","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","319","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.0500_-0.09684.png","arrowright","","","","","","","","58","","","true","","","2","Ebbinghaus_-1.0500_-0.09684.png","A","arrowright","Ebbinghaus","-1.050000000","-0.096840000","582604","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 8%; padding-top: 9%; padding-bottom: 25%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1349","583763","0.0-25.0-1.0-2.0-0.58","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 31%; padding-top: 49%; padding-bottom: 39%"">+</p>","null","","","","","","837","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1350","584032","0.0-25.0-1.0-2.0-1.58","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","269","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-1.3500_-0.3383.png","arrowright","","","","","","","","59","","","true","","","2","Ebbinghaus_-1.3500_-0.3383.png","A","arrowright","Ebbinghaus","-1.350000000","-0.338300000","583763","<p style=""color: black; font-size: 80px; padding-left: 38%; padding-right: 31%; padding-top: 49%; padding-bottom: 39%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1351","584694","0.0-25.0-1.0-2.0-0.59","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 1%; padding-top: 38%; padding-bottom: 42%"">+</p>","null","","","","","","659","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1352","584986","0.0-25.0-1.0-2.0-1.59","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","292","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.7500_-0.5000.png","arrowleft","","","","","","","","60","","","false","","","2","Ebbinghaus_-0.7500_-0.5000.png","A","arrowright","Ebbinghaus","-0.750000000","-0.500000000","584694","<p style=""color: black; font-size: 80px; padding-left: 18%; padding-right: 1%; padding-top: 38%; padding-bottom: 42%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1353","585872","0.0-25.0-1.0-2.0-0.60","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 25%; padding-top: 5%; padding-bottom: 38%"">+</p>","null","","","","","","884","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1354","585985","0.0-25.0-1.0-2.0-1.60","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","112","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_-0.7500_0.09684.png","arrowright","","","","","","","","61","","","false","","","2","Ebbinghaus_-0.7500_0.09684.png","A","arrowleft","Ebbinghaus","-0.750000000","0.0968400000","585872","<p style=""color: black; font-size: 80px; padding-left: 22%; padding-right: 25%; padding-top: 5%; padding-bottom: 38%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1355","586989","0.0-25.0-1.0-2.0-0.61","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 27%; padding-top: 30%; padding-bottom: 4%"">+</p>","null","","","","","","1002","","","","","","","","","","","","","","","","","","",""
"","image-keyboard-response","1356","587084","0.0-25.0-1.0-2.0-1.61","Eminem","xxx","","","","","","","","","","","","IG_Trial","","","","","","","","","","94","https://realitybending.github.io/IllusionGame/v3/stimuli/Ebbinghaus_1.35000_0.50000.png","arrowright","","","","","","","","62","","","false","","","2","Ebbinghaus_1.35000_0.50000.png","A","arrowleft","Ebbinghaus","1.3500000000","0.5000000000","586989","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 27%; padding-top: 30%; padding-bottom: 4%"">+</p>","Ebbinghaus","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","html-keyboard-response","1357","587925","0.0-25.0-1.0-2.0-0.62","Eminem","xxx","","","","","","","","","","","","IG_FixationCross","","","","","","","","","","null","<p style=""color: black; font-size: 80px; padding-left: 45%; padding-right: 29%; padding-top: 22%; padding-bottom: 26%"">+</p>","null","","","","","","838","","","","","","","","","","","","","","","","","","",""
